number of cooks =14,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
3,3,1,0,
2,6,2,0,
6,3,1,0,
1,15,5,0,
10,3,1,0,
5,9,3,0,
13,3,1,0,
14,3,1,0,
12,6,2,0,
9,9,3,0,
11,9,3,0,
8,12,4,0,
4,18,6,0,
16,6,2,0,
7,18,6,0,
17,9,3,0,
15,12,4,0,
22,9,3,0,
24,12,4,0,
29,6,2,0,
18,18,6,0,
23,15,5,0,
19,18,6,0,
25,12,4,0,
20,18,6,0,
21,18,6,0,
34,4,1,1,
33,11,2,5,
27,15,5,0,
39,6,1,3,
26,18,6,0,
31,15,5,0,
40,8,2,2,
28,18,6,0,
30,18,6,0,
37,12,3,3,
46,4,1,1,
43,10,2,4,
32,19,6,1,
47,5,1,2,
41,13,4,1,
44,12,3,3,
35,19,5,4,
36,18,5,3,
38,18,5,3,
42,16,4,4,
49,6,2,0,
56,3,1,0,
51,6,2,0,
58,3,1,0,
45,20,5,5,
53,9,3,0,
50,12,4,0,
54,12,4,0,
59,6,2,0,
57,12,4,0,
61,6,2,0,
52,15,5,0,
48,18,6,0,
66,6,2,0,
62,9,3,0,
67,6,2,0,
69,3,1,0,
70,3,1,0,
63,9,3,0,
64,9,3,0,
55,18,6,0,
60,12,4,0,
71,3,1,0,
72,3,1,0,
76,3,1,0,
73,6,2,0,
77,3,1,0,
65,15,5,0,
78,3,1,0,
74,9,3,0,
79,3,1,0,
68,18,6,0,
75,12,4,0,
80,9,3,0,
83,6,2,0,
82,9,3,0,
84,12,4,0,
85,12,4,0,
81,18,6,0,
86,9,3,0,
93,3,1,0,
87,12,4,0,
94,3,1,0,
91,9,3,0,
88,12,4,0,
89,12,4,0,
95,6,2,0,
107,3,1,0,
100,9,3,0,
96,12,4,0,
90,18,6,0,
104,9,3,0,
101,12,4,0,
106,9,3,0,
97,15,5,0,
110,7,1,4,
92,18,6,0,
98,15,5,0,
99,15,5,0,
112,7,1,4,
102,15,5,0,
111,9,2,3,
103,15,5,0,
108,12,3,3,
105,15,5,0,
115,8,2,2,
116,9,2,3,
117,6,2,0,
119,3,1,0,
114,14,3,5,
113,17,4,5,
124,3,1,0,
109,22,6,4,
129,3,1,0,
125,6,2,0,
131,3,1,0,
126,6,2,0,
128,6,2,0,
130,6,2,0,
120,15,5,0,
118,18,6,0,
121,15,5,0,
122,15,5,0,
133,9,3,0,
135,6,2,0,
139,3,1,0,
123,18,6,0,
136,9,3,0,
127,18,6,0,
134,16,5,1,
132,18,6,0,
138,12,4,0,
145,3,1,0,
137,15,5,0,
141,12,4,0,
140,15,5,0,
146,6,2,0,
142,15,5,0,
143,18,6,0,
144,18,6,0,
153,9,3,0,
150,12,4,0,
152,12,4,0,
147,15,5,0,
156,10,3,1,
157,10,3,1,
149,15,5,0,
162,6,1,3,
148,18,6,0,
159,12,2,6,
160,12,2,6,
166,3,1,0,
151,18,6,0,
155,17,5,2,
165,7,2,1,
154,20,6,2,
158,18,5,3,
169,6,2,0,
170,6,2,0,
163,16,4,4,
164,13,4,1,
161,20,5,5,
177,3,1,0,
173,9,3,0,
175,6,2,0,
171,12,4,0,
168,15,5,0,
167,19,6,1,
174,9,3,0,
172,15,5,0,
182,6,2,0,
186,4,1,1,
183,6,2,0,
176,15,5,0,
189,6,2,0,
193,3,1,0,
191,6,2,0,
180,15,5,0,
185,12,4,0,
178,18,6,0,
179,18,6,0,
190,9,3,0,
184,15,5,0,
181,18,6,0,
198,3,1,0,
187,15,5,0,
197,6,2,0,
188,15,5,0,
192,15,5,0,
194,15,4,3,
200,9,3,0,
195,16,5,1,
196,15,5,0,
199,15,5,0,
203,9,3,0,
209,3,1,0,
201,12,4,0,
210,6,2,0,
202,15,5,0,
212,6,2,0,
207,9,3,0,
208,9,3,0,
