number of cooks =20,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
14183,38,1,28,
14184,39,1,29,
14185,38,1,28,
14186,38,1,28,
14174,54,2,34,
14176,53,2,33,
14163,73,3,43,
14187,39,1,29,
14164,73,3,43,
14178,53,2,33,
14167,72,3,42,
14194,36,1,26,
14195,34,1,24,
14188,47,2,27,
14198,33,1,23,
14190,44,2,24,
14203,25,1,15,
14179,61,3,31,
14180,59,3,29,
14181,60,3,30,
14193,45,2,25,
14196,44,2,24,
14197,43,2,23,
14189,53,3,23,
14199,43,2,23,
14201,38,2,18,
14208,31,1,21,
14202,38,2,18,
14210,30,1,20,
14204,36,2,16,
14191,55,3,25,
14213,29,1,19,
14192,54,3,24,
14200,50,3,20,
14207,42,2,22,
14217,29,1,19,
14221,25,1,15,
14211,39,2,19,
14212,38,2,18,
14223,26,1,16,
14214,41,2,21,
14205,51,3,21,
14206,51,3,21,
14215,39,2,19,
14216,40,2,20,
14219,37,2,17,
14228,29,1,19,
14209,49,3,19,
14222,36,2,16,
14231,27,1,17,
14232,27,1,17,
14233,27,1,17,
14226,34,2,14,
14236,30,1,20,
14218,49,3,19,
14227,39,2,19,
14220,45,3,15,
14230,39,2,19,
14224,43,3,13,
14225,44,3,14,
14243,28,1,18,
14246,29,1,19,
14237,38,2,18,
14229,48,3,18,
14249,33,1,23,
14239,39,2,19,
14245,38,2,18,
14253,31,1,21,
14234,50,3,20,
14235,49,3,19,
14238,49,3,19,
14247,43,2,23,
14240,49,3,19,
14250,43,2,23,
14241,48,3,18,
14259,33,1,23,
14242,50,3,20,
14244,48,3,18,
14262,35,1,25,
14263,37,1,27,
14248,54,3,24,
14258,43,2,23,
14251,53,3,23,
14268,33,1,23,
14252,52,3,22,
14270,33,1,23,
14254,51,3,21,
14261,44,2,24,
14255,51,3,21,
14273,35,1,25,
14256,55,3,25,
14264,48,2,28,
14265,48,2,28,
14257,55,3,25,
14274,37,1,27,
14276,36,1,26,
14278,36,1,26,
14260,54,3,24,
14283,38,1,28,
14285,37,1,27,
14266,57,3,27,
14267,55,3,25,
14287,36,1,26,
14269,52,3,22,
14289,37,1,27,
14271,52,3,22,
14279,46,2,26,
14280,46,2,26,
14291,38,1,28,
14282,44,2,24,
14272,55,3,25,
14284,47,2,27,
14288,47,2,27,
14275,57,3,27,
14293,44,1,34,
14294,44,1,34,
14296,42,1,32,
14277,56,3,26,
14290,48,2,28,
14300,43,1,33,
14281,56,3,26,
14301,41,1,31,
14303,39,1,29,
14292,54,2,34,
14286,57,3,27,
14305,41,1,31,
14295,52,2,32,
14308,41,1,31,
14309,41,1,31,
14311,39,1,29,
14298,53,2,33,
14313,41,1,31,
14314,40,1,30,
14316,40,1,30,
14317,38,1,28,
14319,36,1,26,
14307,52,2,32,
14297,62,3,32,
14322,34,1,24,
14299,62,3,32,
14312,50,2,30,
14324,33,1,23,
14302,62,3,32,
14325,34,1,24,
14304,58,3,28,
14306,62,3,32,
14328,39,1,29,
14310,59,3,29,
14329,35,1,25,
14321,46,2,26,
14332,33,1,23,
14315,60,3,30,
14335,32,1,22,
14327,45,2,25,
14318,58,3,28,
14320,57,3,27,
14339,38,1,28,
14340,37,1,27,
14341,36,1,26,
14323,52,3,22,
14342,36,1,26,
14333,42,2,22,
14344,34,1,24,
14326,54,3,24,
14337,43,2,23,
14338,43,2,23,
14330,54,3,24,
14331,52,3,22,
14353,38,1,28,
14334,52,3,22,
14355,36,1,26,
14336,52,3,22,
14345,45,2,25,
14346,44,2,24,
14349,50,2,30,
14350,50,2,30,
14343,55,3,25,
14354,48,2,28,
14362,38,1,28,
14356,47,2,27,
14363,38,1,28,
14364,37,1,27,
14365,38,1,28,
14357,47,2,27,
14359,48,2,28,
14347,57,3,27,
14348,59,3,29,
14361,47,2,27,
14351,59,3,29,
14352,59,3,29,
14369,44,1,34,
14371,43,1,33,
14366,47,2,27,
14358,57,3,27,
14377,39,1,29,
14360,59,3,29,
14368,53,2,33,
14370,53,2,33,
14367,57,3,27,
14375,49,2,29,
14386,39,1,29,
14387,38,1,28,
14378,51,2,31,
14379,49,2,29,
14380,50,2,30,
14381,50,2,30,
14382,50,2,30,
14383,49,2,29,
14384,49,2,29,
14372,61,3,31,
14385,47,2,27,
14373,60,3,30,
14374,60,3,30,
14376,60,3,30,
14393,41,1,31,
14388,44,2,24,
14395,39,1,29,
14396,39,1,29,
14397,39,1,29,
14390,49,2,29,
14391,50,2,30,
14401,37,1,27,
14402,38,1,28,
14403,37,1,27,
14392,51,2,31,
14408,36,1,26,
14389,60,3,30,
14413,39,1,29,
14404,46,2,26,
14406,46,2,26,
14407,46,2,26,
14394,58,3,28,
14409,46,2,26,
14412,46,2,26,
14398,61,3,31,
14399,63,3,33,
14400,59,3,29,
14414,50,2,30,
14405,57,3,27,
14422,39,1,29,
14424,39,1,29,
14410,56,3,26,
14411,57,3,27,
14420,49,2,29,
14415,59,3,29,
14416,59,3,29,
14417,59,3,29,
14418,54,3,24,
14419,55,3,25,
14434,43,1,33,
14426,49,2,29,
14427,50,2,30,
14428,50,2,30,
14437,48,1,38,
14429,52,2,32,
14421,58,3,28,
14432,52,2,32,
14423,59,3,29,
14433,52,2,32,
14425,59,3,29,
14443,50,1,40,
14444,49,1,39,
14430,61,3,31,
14431,62,3,32,
14439,59,2,39,
14441,59,2,39,
14452,49,1,39,
14442,59,2,39,
14435,64,3,34,
14436,64,3,34,
14447,61,2,41,
14456,54,1,44,
14438,68,3,38,
14440,68,3,38,
14453,59,2,39,
14461,53,1,43,
14445,71,3,41,
14446,72,3,42,
14448,71,3,41,
14449,70,3,40,
14457,64,2,44,
14465,52,1,42,
14466,50,1,40,
14458,63,2,43,
14450,71,3,41,
14451,69,3,39,
14467,51,1,41,
14468,52,1,42,
14462,60,2,40,
14454,70,3,40,
14455,70,3,40,
14463,61,2,41,
14464,62,2,42,
14472,57,1,47,
14473,56,1,46,
14474,57,1,47,
14475,56,1,46,
14479,54,1,44,
14459,74,3,44,
14460,73,3,43,
14469,63,2,43,
14483,45,1,35,
14470,64,2,44,
14486,47,1,37,
14476,66,2,46,
14477,66,2,46,
14478,64,2,44,
14481,62,2,42,
14484,55,2,35,
14495,42,1,32,
14496,41,1,31,
14471,76,3,46,
14487,55,2,35,
14488,55,2,35,
14489,54,2,34,
14480,73,3,43,
14499,43,1,33,
14500,42,1,32,
14492,53,2,33,
14493,51,2,31,
14482,69,3,39,
14485,62,3,32,
14504,43,1,33,
14490,64,3,34,
14491,63,3,33,
14509,45,1,35,
14510,45,1,35,
14512,44,1,34,
14501,54,2,34,
14494,61,3,31,
14502,52,2,32,
14503,53,2,33,
14497,66,3,36,
14498,62,3,32,
14520,47,1,37,
14514,54,2,34,
14522,44,1,34,
14515,54,2,34,
14505,64,3,34,
14506,66,3,36,
14507,66,3,36,
14508,65,3,35,
14517,57,2,37,
14511,65,3,35,
14513,62,3,32,
14521,57,2,37,
14523,52,2,32,
14529,49,1,39,
14530,49,1,39,
14516,65,3,35,
14527,57,2,37,
14535,52,1,42,
14518,68,3,38,
14519,67,3,37,
14528,60,2,40,
14539,51,1,41,
14524,63,3,33,
14540,51,1,41,
14525,63,3,33,
14526,68,3,38,
14533,63,2,43,
14536,62,2,42,
14545,53,1,43,
14538,61,2,41,
14541,60,2,40,
14542,60,2,40,
14531,69,3,39,
14532,71,3,41,
14534,73,3,43,
14544,64,2,44,
14537,71,3,41,
14555,51,1,41,
14548,61,2,41,
14549,57,2,37,
14550,58,2,38,
14552,57,2,37,
14543,70,3,40,
14546,73,3,43,
14547,72,3,42,
14551,67,3,37,
14553,72,3,42,
14554,71,3,41,
