number of cooks =8,number of max customers per minute = 3,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
96800,12,4,0,
96801,12,4,0,
96807,3,1,0,
96802,12,4,0,
96806,6,2,0,
96805,9,3,0,
96803,12,4,0,
96812,3,1,0,
96811,6,2,0,
96809,9,3,0,
96804,18,6,0,
96808,19,6,1,
96810,15,5,0,
96813,18,6,0,
96814,9,3,0,
96815,12,4,0,
96818,6,2,0,
96816,12,4,0,
96817,12,4,0,
96819,9,3,0,
96820,9,3,0,
96821,12,4,0,
96824,12,4,0,
96822,15,5,0,
96823,15,5,0,
96828,3,1,0,
96829,3,1,0,
96825,12,4,0,
96826,12,4,0,
96827,12,4,0,
96830,12,4,0,
96836,6,2,0,
96832,12,4,0,
96831,15,5,0,
96833,12,4,0,
96842,4,1,1,
96838,12,3,3,
96841,6,2,0,
96834,18,6,0,
96837,12,4,0,
96840,10,3,1,
96843,6,1,3,
96835,18,6,0,
96839,15,5,0,
96844,12,3,3,
96848,10,3,1,
96846,13,4,1,
96849,12,4,0,
96847,16,5,1,
96850,12,4,0,
96845,21,6,3,
96852,12,3,3,
96856,6,1,3,
96858,3,1,0,
96855,12,3,3,
96851,18,6,0,
96854,17,5,2,
96862,4,1,1,
96853,19,6,1,
96857,15,4,3,
96860,12,4,0,
96859,19,6,1,
96863,12,4,0,
96861,18,6,0,
96866,3,1,0,
96864,12,4,0,
96867,3,1,0,
96868,3,1,0,
96865,18,6,0,
96870,9,3,0,
96876,4,1,1,
96874,6,2,0,
96871,9,3,0,
96869,15,5,0,
96872,15,5,0,
96879,7,2,1,
96873,15,5,0,
96883,7,1,4,
96877,14,4,2,
96875,18,6,0,
96886,8,1,5,
96878,21,6,3,
96880,20,6,2,
96881,18,6,0,
96890,10,1,7,
96885,18,4,6,
96887,14,3,5,
96884,19,5,4,
96882,22,6,4,
96889,17,3,8,
96894,3,1,0,
96888,20,5,5,
96891,17,4,5,
96892,18,3,9,
96893,15,4,3,
96897,6,2,0,
96896,9,3,0,
96899,6,2,0,
96902,6,2,0,
96895,18,6,0,
96900,12,4,0,
96901,12,4,0,
96905,3,1,0,
96898,18,6,0,
96904,9,3,0,
96911,3,1,0,
96907,12,4,0,
96906,16,5,1,
96903,18,6,0,
96910,9,3,0,
96913,5,1,2,
96908,15,5,0,
96915,4,1,1,
96912,15,5,0,
96909,18,6,0,
96916,9,3,0,
96914,16,5,1,
96917,12,4,0,
96918,12,4,0,
96919,15,5,0,
96920,12,4,0,
96924,9,2,3,
96921,14,4,2,
96922,16,5,1,
96923,15,5,0,
96927,3,1,0,
96925,18,6,0,
96926,18,6,0,
96931,9,3,0,
96929,12,4,0,
96933,9,3,0,
96928,18,6,0,
96932,15,5,0,
96930,18,6,0,
96934,12,4,0,
96935,18,6,0,
96936,9,3,0,
96939,3,1,0,
96937,9,3,0,
96941,3,1,0,
96938,12,4,0,
96943,6,2,0,
96947,3,1,0,
96945,6,2,0,
96940,15,5,0,
96942,12,4,0,
96946,9,3,0,
96944,18,6,0,
96952,6,2,0,
96948,12,4,0,
96953,6,2,0,
96951,12,4,0,
96956,3,1,0,
96949,15,5,0,
96950,18,6,0,
96954,18,6,0,
96957,9,3,0,
96958,9,3,0,
96955,18,6,0,
