number of cooks =8,number of max customers per minute = 3,number of Cashiers = 1,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
100736,110,1,103,
100732,122,2,108,
100737,109,1,102,
100742,105,1,98,
100743,105,1,98,
100733,131,3,110,
100741,113,2,99,
100738,122,3,101,
100739,120,3,99,
100734,135,4,107,
100740,119,3,98,
100744,118,2,104,
100751,105,1,98,
100747,122,2,108,
100752,107,1,100,
100745,125,3,104,
100748,115,2,101,
100749,114,2,100,
100746,125,3,104,
100754,111,1,104,
100756,107,1,100,
100750,121,3,100,
100758,101,1,94,
100759,100,1,93,
100753,116,2,102,
100760,105,1,98,
100755,118,2,104,
100765,101,1,94,
100757,119,3,98,
100766,104,1,97,
100761,112,2,98,
100763,110,2,96,
100764,114,3,93,
100762,125,4,97,
100771,109,2,95,
100768,118,3,97,
100767,123,4,95,
100769,117,3,96,
100770,117,3,96,
100774,110,1,103,
100777,107,1,100,
100772,122,4,94,
100779,102,1,95,
100775,117,2,103,
100778,112,2,98,
100773,129,4,101,
100782,101,1,94,
100787,87,1,80,
100776,129,4,101,
100780,117,4,89,
100784,100,3,79,
100786,96,2,82,
100781,123,4,95,
100783,113,4,85,
100788,101,2,87,
100789,102,2,88,
100785,111,4,83,
100790,105,2,91,
100791,103,2,89,
100792,101,2,87,
100796,107,2,93,
100793,113,3,92,
100800,105,2,91,
100794,120,4,92,
100798,113,3,92,
100795,120,4,92,
100801,114,2,100,
100797,120,4,92,
100799,120,4,92,
100805,101,1,94,
100803,109,2,95,
100806,97,1,90,
100807,99,1,92,
100808,100,1,93,
100809,94,1,87,
100812,91,1,84,
100802,130,4,102,
100804,123,4,95,
100810,106,3,85,
100815,100,2,86,
100813,107,3,86,
100811,113,4,85,
100814,113,4,85,
