number of cooks =15,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
315,70,3,49,
310,77,4,49,
317,69,3,48,
328,62,1,55,
321,69,3,48,
318,74,4,46,
319,76,4,48,
320,77,4,49,
331,70,2,56,
335,63,1,56,
322,78,4,50,
323,77,4,49,
327,75,3,54,
329,75,3,54,
334,70,2,56,
330,77,3,56,
325,81,4,53,
340,68,1,61,
332,79,3,58,
326,83,4,55,
333,75,3,54,
343,68,1,61,
337,73,2,59,
346,70,1,63,
338,75,2,61,
348,65,1,58,
355,63,1,56,
342,82,3,61,
336,87,4,59,
349,74,2,60,
350,73,2,59,
351,73,2,59,
353,72,2,58,
339,89,4,61,
341,89,4,61,
347,81,3,60,
357,69,1,62,
359,70,1,63,
360,70,1,63,
362,68,1,61,
352,80,3,59,
344,90,4,62,
345,90,4,62,
366,70,1,63,
368,71,1,64,
369,71,1,64,
354,84,4,56,
364,77,2,63,
358,83,3,62,
356,84,4,56,
374,73,1,66,
365,85,3,64,
378,75,1,68,
380,74,1,67,
361,89,4,61,
370,84,3,63,
371,84,3,63,
375,82,2,68,
372,83,3,62,
373,84,3,63,
363,90,4,62,
377,81,2,67,
367,90,4,62,
376,89,3,68,
391,71,1,64,
383,84,2,70,
379,88,3,67,
393,70,1,63,
387,83,2,69,
388,82,2,68,
390,82,2,68,
381,95,4,67,
397,75,1,68,
385,91,3,70,
386,90,3,69,
389,89,3,68,
399,75,1,68,
395,80,2,66,
382,98,4,70,
384,98,4,70,
404,78,1,71,
406,78,1,71,
407,78,1,71,
392,90,4,62,
408,79,1,72,
396,90,3,69,
403,84,2,70,
394,94,4,66,
400,88,3,67,
415,79,1,72,
398,93,4,65,
410,88,2,74,
417,77,1,70,
405,92,3,71,
418,75,1,68,
401,95,4,67,
412,85,2,71,
413,86,2,72,
402,99,4,71,
424,75,1,68,
419,80,2,66,
425,76,1,69,
414,93,3,72,
409,101,4,73,
420,83,2,69,
411,103,4,75,
426,82,2,68,
431,71,1,64,
427,80,2,66,
416,99,4,71,
429,76,2,62,
422,88,3,67,
432,78,2,64,
428,88,3,67,
433,79,2,65,
434,79,2,65,
421,97,4,69,
435,79,2,65,
423,96,4,68,
442,77,1,70,
430,86,3,65,
437,83,2,69,
445,80,1,73,
440,84,2,70,
436,88,3,67,
438,89,3,68,
439,89,3,68,
446,87,2,73,
448,85,2,71,
441,92,3,71,
449,83,2,69,
451,83,2,69,
444,94,3,73,
447,92,3,71,
454,83,2,69,
460,74,1,67,
455,85,2,71,
443,101,4,73,
452,90,3,69,
458,81,2,67,
450,95,4,67,
462,83,2,69,
463,83,2,69,
453,99,4,71,
459,88,3,67,
470,80,1,73,
465,84,2,70,
466,84,2,70,
467,84,2,70,
456,93,4,65,
457,93,4,65,
468,86,2,72,
461,96,4,68,
478,80,1,73,
479,81,1,74,
469,91,3,70,
482,80,1,73,
464,97,4,69,
475,88,2,74,
477,87,2,73,
484,84,1,77,
486,85,1,78,
471,101,4,73,
472,103,4,75,
473,104,4,76,
487,92,2,78,
474,104,4,76,
492,90,1,83,
488,93,2,79,
476,101,4,73,
489,93,2,79,
483,97,3,76,
491,95,2,81,
485,98,3,77,
480,102,4,74,
481,100,4,72,
497,93,1,86,
493,97,2,83,
504,94,1,87,
494,100,2,86,
495,100,2,86,
496,101,2,87,
498,100,2,86,
490,108,4,80,
505,100,2,86,
506,100,2,86,
509,99,1,92,
512,98,1,91,
499,106,3,85,
500,107,3,86,
508,104,2,90,
515,100,1,93,
516,97,1,90,
511,106,2,92,
513,103,2,89,
518,99,1,92,
501,113,4,85,
502,114,4,86,
503,115,4,87,
510,112,3,91,
517,105,2,91,
523,95,1,88,
507,116,4,88,
525,96,1,89,
520,102,2,88,
527,96,1,89,
521,103,2,89,
522,105,2,91,
514,119,4,91,
534,97,1,90,
536,94,1,87,
538,96,1,89,
532,104,2,90,
533,103,2,89,
519,120,4,92,
526,110,3,89,
528,109,3,88,
529,111,3,90,
531,112,3,91,
524,117,4,89,
542,94,1,87,
543,94,1,87,
545,93,1,86,
537,108,3,87,
530,118,4,90,
549,95,1,88,
544,100,2,86,
551,94,1,87,
546,99,2,85,
535,115,4,87,
539,113,3,92,
540,112,3,91,
547,100,2,86,
541,106,3,85,
550,100,2,86,
558,95,1,88,
564,91,1,84,
548,108,3,87,
555,100,2,86,
560,102,2,88,
562,98,2,84,
563,99,2,85,
554,107,3,86,
567,98,1,91,
569,98,1,91,
556,109,3,88,
565,102,2,88,
552,114,4,86,
557,109,3,88,
553,114,4,86,
559,109,3,88,
561,114,4,86,
579,100,1,93,
580,100,1,93,
581,100,1,93,
568,111,3,90,
574,107,2,93,
578,108,2,94,
566,117,4,89,
571,115,3,94,
572,115,3,94,
573,113,3,92,
586,103,1,96,
587,103,1,96,
570,122,4,94,
589,106,1,99,
575,122,4,94,
576,123,4,95,
577,122,4,94,
583,120,3,99,
584,118,3,97,
591,114,2,100,
592,113,2,99,
597,111,1,104,
599,111,1,104,
582,127,4,99,
585,126,4,98,
590,120,3,99,
602,110,1,103,
603,110,1,103,
593,121,3,100,
594,121,3,100,
588,126,4,98,
606,112,1,105,
600,120,2,106,
601,119,2,105,
596,123,3,102,
607,112,1,105,
608,108,1,101,
604,118,2,104,
595,130,4,102,
616,109,1,102,
617,107,1,100,
598,133,4,105,
613,116,2,102,
618,115,2,101,
619,114,2,100,
610,122,3,101,
620,117,2,103,
605,133,4,105,
614,124,3,103,
623,116,2,102,
609,129,4,101,
611,129,4,101,
612,128,4,100,
621,126,3,105,
615,131,4,103,
635,115,1,108,
624,123,3,102,
636,118,1,111,
622,132,4,104,
626,125,3,104,
627,124,3,103,
628,124,3,103,
634,122,2,108,
639,121,1,114,
629,127,3,106,
625,129,4,101,
631,128,3,107,
632,128,3,107,
644,120,1,113,
630,133,4,105,
648,120,1,113,
649,121,1,114,
633,136,4,108,
645,128,2,114,
646,128,2,114,
647,128,2,114,
637,139,4,111,
640,136,3,115,
641,136,3,115,
655,124,1,117,
638,142,4,114,
651,129,2,115,
656,124,1,117,
659,121,1,114,
642,143,4,115,
660,122,1,115,
643,143,4,115,
652,136,3,115,
658,131,2,117,
653,137,3,116,
654,137,3,116,
650,141,4,113,
667,118,1,111,
669,117,1,110,
662,130,2,116,
664,126,2,112,
665,126,2,112,
657,140,3,119,
661,135,3,114,
675,120,1,113,
676,120,1,113,
663,133,3,112,
671,126,2,112,
672,126,2,112,
668,132,3,111,
673,127,2,113,
674,127,2,113,
684,119,1,112,
670,135,3,114,
680,125,2,111,
666,140,4,112,
686,121,1,114,
681,126,2,112,
682,127,2,113,
677,131,3,110,
678,132,3,111,
679,131,3,110,
690,124,1,117,
691,125,1,118,
692,125,1,118,
685,129,2,115,
688,129,2,115,
683,134,3,113,
696,127,1,120,
699,126,1,119,
702,126,1,119,
703,125,1,118,
693,133,2,119,
687,137,3,116,
701,133,2,119,
695,140,3,119,
689,143,4,115,
711,128,1,121,
706,132,2,118,
694,146,4,118,
709,135,2,121,
704,141,3,120,
697,146,4,118,
705,141,3,120,
698,147,4,119,
700,146,4,118,
707,141,3,120,
710,141,3,120,
712,146,3,125,
708,149,4,121,
713,148,3,127,
