number of cooks =10,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
558,489,3,468,
555,495,4,467,
567,486,2,472,
556,496,4,468,
561,496,4,468,
566,492,3,471,
568,491,3,470,
572,490,1,483,
563,500,4,472,
565,500,4,472,
571,496,2,482,
575,494,1,487,
576,494,1,487,
573,498,2,484,
570,501,3,480,
569,504,4,476,
574,500,2,486,
583,498,1,491,
578,503,2,489,
579,505,2,491,
580,503,2,489,
581,503,2,489,
588,501,1,494,
586,506,2,492,
589,503,1,496,
590,504,1,497,
591,503,1,496,
577,516,4,488,
582,510,3,489,
592,507,1,500,
595,505,1,498,
596,505,1,498,
587,517,3,496,
584,519,4,491,
585,521,4,493,
594,512,2,498,
597,511,2,497,
601,509,1,502,
602,511,1,504,
603,510,1,503,
604,512,1,505,
593,521,3,500,
600,517,2,503,
606,514,1,507,
607,513,1,506,
609,513,1,506,
611,513,1,506,
598,524,4,496,
612,514,1,507,
608,522,2,508,
599,528,4,500,
615,515,1,508,
610,522,2,508,
619,519,1,512,
605,533,4,505,
613,528,3,507,
618,525,2,511,
621,524,2,510,
622,525,2,511,
616,531,3,510,
614,535,4,507,
626,526,1,519,
620,532,3,511,
617,537,4,509,
625,532,2,518,
630,530,1,523,
624,537,3,516,
627,535,2,521,
631,534,2,520,
635,528,1,521,
623,543,4,515,
629,541,3,520,
639,534,1,527,
640,534,1,527,
628,550,4,522,
636,538,2,524,
632,549,4,521,
643,539,1,532,
637,544,3,523,
641,543,2,529,
633,548,4,520,
634,550,4,522,
638,548,3,527,
646,544,1,537,
645,546,2,532,
653,548,1,541,
644,554,3,533,
647,552,2,538,
648,552,2,538,
654,549,1,542,
642,561,4,533,
649,559,3,538,
652,562,3,541,
660,553,1,546,
656,559,2,545,
657,557,2,543,
650,566,4,538,
661,556,1,549,
659,557,2,543,
651,567,4,539,
662,559,1,552,
665,556,1,549,
666,555,1,548,
655,574,4,546,
658,571,4,543,
664,564,2,550,
668,562,2,548,
672,560,1,553,
663,569,3,548,
667,570,3,549,
670,572,3,551,
673,572,2,558,
669,577,4,549,
677,571,2,557,
678,574,2,560,
671,582,4,554,
676,578,3,557,
683,574,1,567,
674,584,4,556,
675,585,4,557,
682,581,2,567,
687,574,1,567,
684,579,2,565,
679,591,4,563,
686,581,2,567,
680,594,4,566,
681,595,4,567,
694,582,1,575,
691,585,2,571,
689,591,3,570,
685,595,4,567,
695,590,2,576,
692,595,3,574,
688,599,4,571,
699,591,1,584,
693,596,3,575,
690,600,4,572,
697,594,2,580,
696,598,3,577,
703,595,1,588,
700,597,2,583,
706,596,1,589,
698,601,3,580,
701,602,2,588,
702,602,2,588,
709,600,1,593,
705,603,2,589,
704,610,3,589,
710,607,2,593,
707,611,3,590,
711,609,2,595,
708,613,3,592,
