number of cooks =12,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
93269,102,1,95,
93271,104,1,97,
93268,105,2,91,
93262,111,3,90,
93273,104,1,97,
93263,112,3,91,
93260,115,4,87,
93275,106,1,99,
93265,113,3,92,
93272,110,2,96,
93276,108,1,101,
93279,105,1,98,
93264,120,4,92,
93283,105,1,98,
93270,118,3,97,
93278,113,2,99,
93280,111,2,97,
93274,119,3,98,
93287,108,1,101,
93281,119,3,98,
93292,108,1,101,
93284,120,3,99,
93277,126,4,98,
93290,114,2,100,
93291,116,2,102,
93282,126,4,98,
93289,123,3,102,
93285,127,4,99,
93297,117,1,110,
93286,128,4,100,
93298,116,1,109,
93293,123,3,102,
93294,122,2,108,
93295,122,2,108,
93288,132,4,104,
93301,120,1,113,
93299,125,2,111,
93300,125,2,111,
93296,131,3,110,
93303,127,2,113,
93304,127,2,113,
93302,134,3,113,
93305,135,3,114,
93306,136,3,115,
93312,127,2,113,
93309,136,3,115,
93310,135,3,114,
93313,127,2,113,
93316,127,1,120,
93307,143,4,115,
93308,142,4,114,
93321,125,1,118,
93314,135,3,114,
93323,124,1,117,
93315,135,3,114,
93311,144,4,116,
93324,127,1,120,
93319,132,2,118,
93328,129,1,122,
93325,132,2,118,
93317,147,4,119,
93318,145,4,117,
93334,130,1,123,
93320,146,4,118,
93332,134,2,120,
93322,146,4,118,
93329,138,3,117,
93330,140,3,119,
93326,150,4,122,
93327,149,4,121,
93333,142,3,121,
93331,147,4,119,
93338,140,2,126,
93339,140,2,126,
93346,136,1,129,
93335,155,4,127,
93341,148,3,127,
93336,156,4,128,
93337,157,4,129,
93340,154,4,126,
93343,152,3,131,
93344,150,3,129,
93345,148,3,127,
93351,138,1,131,
93342,157,4,129,
93347,157,4,129,
93348,153,4,125,
93356,146,2,132,
93350,152,3,131,
93352,152,3,131,
93359,147,2,133,
93349,157,4,129,
93353,151,3,130,
93355,153,3,132,
93363,150,1,143,
93358,154,3,133,
93365,151,1,144,
93360,156,2,142,
93361,156,2,142,
93354,160,4,132,
93357,161,4,133,
93366,158,2,144,
93371,152,1,145,
93372,152,1,145,
93369,159,2,145,
93364,165,3,144,
93367,165,3,144,
93376,156,1,149,
93377,155,1,148,
93362,170,4,142,
93370,164,3,143,
93381,156,1,149,
93374,165,3,144,
93368,173,4,145,
93375,167,3,146,
93385,155,1,148,
93382,159,2,145,
93383,159,2,145,
93373,173,4,145,
93379,169,3,148,
93390,156,1,149,
93378,175,4,147,
93387,161,2,147,
93389,163,2,149,
93380,177,4,149,
93394,161,1,154,
93384,174,4,146,
93399,165,1,158,
93395,169,2,155,
93386,176,4,148,
93392,172,3,151,
93388,176,4,148,
93398,173,2,159,
93403,169,1,162,
93391,180,4,152,
93393,179,4,151,
93397,178,3,157,
93400,177,3,156,
93405,177,2,163,
93396,185,4,157,
93411,173,1,166,
93402,184,3,163,
93412,175,1,168,
93404,184,3,163,
93408,182,2,168,
93410,182,2,168,
93406,185,3,164,
93401,188,4,160,
93420,179,1,172,
93407,194,4,166,
93416,188,2,174,
93409,196,4,168,
93414,191,3,170,
93423,183,1,176,
93422,183,2,169,
93417,193,3,172,
93418,194,3,173,
93419,192,3,171,
93413,199,4,171,
93415,199,4,171,
93431,184,1,177,
93432,184,1,177,
93421,200,4,172,
93428,190,2,176,
93424,199,3,178,
93426,201,3,180,
93433,190,2,176,
93427,202,3,181,
93429,197,3,176,
93438,184,1,177,
93439,184,1,177,
93425,208,4,180,
93440,187,1,180,
93435,195,2,181,
93442,186,1,179,
93434,198,3,177,
93445,189,1,182,
93430,207,4,179,
93436,202,3,181,
93443,194,2,180,
93446,196,2,182,
93451,193,1,186,
93447,198,2,184,
93441,201,3,180,
93437,208,4,180,
93449,197,2,183,
93444,201,3,180,
93456,194,1,187,
93450,204,3,183,
93452,206,3,185,
93455,201,2,187,
93448,211,4,183,
93453,206,3,185,
93457,202,2,188,
93454,206,3,185,
93461,197,2,183,
93468,200,1,193,
93464,206,2,192,
93458,215,4,187,
93459,213,4,185,
93460,214,4,186,
93463,209,3,188,
93471,206,1,199,
93469,207,2,193,
93465,213,3,192,
93462,215,4,187,
93466,214,3,193,
93473,211,1,204,
93477,210,1,203,
93470,215,3,194,
93480,213,1,206,
93467,220,4,192,
93482,213,1,206,
93484,214,1,207,
93475,224,3,203,
93483,222,2,208,
93472,231,4,203,
93479,227,3,206,
93474,232,4,204,
93486,224,2,210,
93476,231,4,203,
93487,225,2,211,
93478,231,4,203,
93492,228,1,221,
93481,234,4,206,
93496,222,1,215,
93488,234,3,213,
93491,234,2,220,
93485,238,4,210,
93489,238,3,217,
93490,240,3,219,
93493,242,3,221,
93499,232,2,218,
93505,233,1,226,
93501,235,2,221,
93498,240,3,219,
93503,237,2,223,
93494,247,4,219,
93495,248,4,220,
93497,243,4,215,
93500,242,3,221,
93502,244,3,223,
93510,235,1,228,
93504,246,3,225,
93506,251,3,230,
93511,240,2,226,
93513,240,2,226,
93518,232,1,225,
93515,235,2,221,
93507,255,4,227,
93512,247,3,226,
93519,237,1,230,
93520,236,1,229,
93508,259,4,231,
93509,255,4,227,
93524,240,1,233,
93526,234,1,227,
93527,234,1,227,
93521,244,2,230,
93514,254,4,226,
93529,235,1,228,
93516,252,4,224,
93517,252,4,224,
93525,246,2,232,
93530,238,1,231,
93532,238,1,231,
93528,242,2,228,
93522,257,4,229,
93531,246,2,232,
93533,245,2,231,
93523,258,4,230,
93540,235,1,228,
93538,241,2,227,
93534,250,3,229,
93542,241,1,234,
93544,239,1,232,
93546,238,1,231,
93535,253,3,232,
93537,252,3,231,
93539,249,3,228,
93547,242,1,235,
93543,247,2,233,
93550,241,1,234,
93536,260,4,232,
93554,241,1,234,
93541,257,4,229,
93551,245,2,231,
93553,247,2,233,
93545,259,4,231,
93549,255,3,234,
93556,248,2,234,
93560,247,1,240,
93561,247,1,240,
93562,250,1,243,
93548,263,4,235,
93559,253,2,239,
93564,251,1,244,
93557,255,3,234,
93552,260,4,232,
93558,257,3,236,
93555,261,4,233,
93565,258,2,244,
93563,266,3,245,
93576,254,1,247,
93568,269,3,248,
93569,265,3,244,
93575,259,2,245,
93570,264,3,243,
93566,273,4,245,
93573,263,3,242,
93578,260,1,253,
93567,273,4,245,
93571,270,4,242,
93572,270,4,242,
93583,265,1,258,
93574,271,4,243,
93579,272,2,258,
93580,271,2,257,
93581,270,2,256,
93577,274,3,253,
93582,271,2,257,
93588,267,1,260,
93589,269,1,262,
93592,270,1,263,
93587,275,2,261,
93585,278,3,257,
93598,275,1,268,
93584,286,4,258,
93586,283,4,255,
93593,283,3,262,
93594,284,3,263,
93595,283,3,262,
93602,282,1,275,
93603,281,1,274,
93590,289,4,261,
93591,291,4,263,
93599,289,3,268,
93596,291,4,263,
93597,292,4,264,
93608,286,1,279,
93610,289,1,282,
93605,292,2,278,
93600,297,4,269,
93607,293,2,279,
93604,300,3,279,
93606,299,3,278,
93601,302,4,274,
93611,296,2,282,
93619,296,1,289,
93612,301,3,280,
93609,306,4,278,
93613,303,3,282,
93618,300,2,286,
93617,307,3,286,
93614,309,4,281,
93625,303,1,296,
93627,303,1,296,
93615,313,4,285,
93616,313,4,285,
93623,309,2,295,
93624,310,2,296,
93629,308,1,301,
93620,318,4,290,
93621,317,4,289,
93622,318,4,290,
93626,317,3,296,
93636,312,1,305,
93633,317,2,303,
93628,322,3,301,
93631,321,3,300,
93638,319,2,305,
93630,329,4,301,
93644,311,1,304,
93641,322,2,308,
93632,331,4,303,
93634,331,4,303,
93642,323,2,309,
93635,331,4,303,
93640,328,3,307,
93637,335,4,307,
93639,334,4,306,
93647,322,2,308,
93645,327,3,306,
93643,334,4,306,
93653,322,2,308,
93648,329,3,308,
93649,330,3,309,
93654,326,2,312,
93650,331,3,310,
93652,329,3,308,
93646,336,4,308,
93656,329,2,315,
93660,326,1,319,
93651,336,4,308,
93658,331,2,317,
93667,327,1,320,
93655,339,4,311,
93668,330,1,323,
93665,335,2,321,
93661,341,3,320,
93657,344,4,316,
93671,335,1,328,
93659,346,4,318,
93666,344,3,323,
93662,349,4,321,
93663,348,4,320,
93664,348,4,320,
93675,338,1,331,
93676,339,1,332,
93673,342,2,328,
93670,348,3,327,
93679,341,1,334,
93669,351,4,323,
93683,339,1,332,
93677,346,2,332,
93674,353,3,332,
93680,346,2,332,
93672,357,4,329,
93684,347,2,333,
93678,353,3,332,
93690,335,1,328,
93691,334,1,327,
93687,343,2,329,
93688,344,2,330,
93689,339,2,325,
93694,335,1,328,
93681,361,4,333,
93682,360,4,332,
93696,334,1,327,
93685,363,4,335,
93686,362,4,334,
93692,349,3,328,
93698,341,2,327,
93693,349,3,328,
93699,342,2,328,
93700,343,2,329,
93695,349,3,328,
93697,349,3,328,
93704,346,2,332,
93703,350,3,329,
93712,339,1,332,
93713,343,1,336,
93705,355,3,334,
93701,359,4,331,
93702,356,4,328,
93708,356,3,335,
93709,356,3,335,
93711,355,3,334,
93706,362,4,334,
93717,348,1,341,
93707,364,4,336,
93715,352,2,338,
93710,361,4,333,
93716,354,2,340,
93718,360,3,339,
93719,360,3,339,
93723,357,2,343,
93714,365,4,337,
93725,349,2,335,
93720,362,3,341,
93721,362,3,341,
93727,350,2,336,
93722,365,3,344,
93724,371,4,343,
93726,363,4,335,
93728,365,4,337,
93732,364,3,343,
93733,365,3,344,
93736,366,3,345,
93729,372,4,344,
93730,371,4,343,
93731,372,4,344,
93739,366,2,352,
93734,372,4,344,
93735,372,4,344,
93737,374,4,346,
93738,371,3,350,
93747,364,1,357,
93743,372,2,358,
93750,365,1,358,
93741,375,3,354,
93752,368,1,361,
93740,382,4,354,
93753,371,1,364,
93745,379,3,358,
93742,384,4,356,
93748,376,3,355,
93744,386,4,358,
93746,383,4,355,
93751,380,3,359,
93749,384,4,356,
93757,373,2,359,
93763,369,1,362,
93755,385,3,364,
93761,373,2,359,
93754,391,4,363,
93758,380,3,359,
93759,379,3,358,
93767,373,1,366,
93760,380,3,359,
93765,377,2,363,
93756,385,4,357,
93768,380,2,366,
93774,374,1,367,
93762,390,4,362,
93771,382,2,368,
93764,390,4,362,
93772,380,2,366,
93776,380,2,366,
93766,394,4,366,
93769,395,4,367,
93775,388,3,367,
93778,385,2,371,
93770,399,4,371,
93784,383,1,376,
93780,387,2,373,
93782,385,2,371,
93773,394,4,366,
93783,389,2,375,
93781,393,3,372,
93790,386,1,379,
93777,399,4,371,
93779,400,4,372,
93789,393,2,379,
93785,401,3,380,
93786,399,3,378,
93787,399,3,378,
93788,407,4,379,
93791,407,4,379,
