number of cooks =18,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
115,40,3,10,
117,41,3,11,
127,32,2,12,
130,32,2,12,
132,28,2,8,
122,40,3,10,
134,28,2,8,
128,41,3,11,
136,31,2,11,
129,43,3,13,
131,39,3,9,
133,37,3,7,
147,28,1,18,
140,33,2,13,
148,29,1,19,
135,38,3,8,
144,36,2,16,
137,41,3,11,
150,28,1,18,
138,42,3,12,
146,38,2,18,
139,43,3,13,
141,43,3,13,
153,30,1,20,
155,29,1,19,
156,31,1,21,
157,31,1,21,
142,46,3,16,
143,48,3,18,
159,33,1,23,
151,39,2,19,
145,48,3,18,
152,39,2,19,
162,34,1,24,
154,40,2,20,
165,32,1,22,
149,48,3,18,
158,45,2,25,
171,36,1,26,
172,31,1,21,
173,29,1,19,
174,29,1,19,
166,41,2,21,
167,43,2,23,
168,43,2,23,
178,35,1,25,
160,53,3,23,
161,53,3,23,
163,52,3,22,
164,53,3,23,
176,40,2,20,
169,54,3,24,
170,55,3,25,
179,45,2,25,
187,37,1,27,
180,43,2,23,
175,50,3,20,
190,39,1,29,
177,50,3,20,
185,44,2,24,
194,40,1,30,
195,41,1,31,
196,40,1,30,
181,54,3,24,
182,52,3,22,
183,52,3,22,
191,49,2,29,
192,49,2,29,
199,42,1,32,
184,53,3,23,
200,42,1,32,
186,55,3,25,
193,52,2,32,
188,57,3,27,
202,47,1,37,
189,57,3,27,
203,47,1,37,
205,47,1,37,
198,52,2,32,
201,53,2,33,
215,45,1,35,
197,61,3,31,
208,56,2,36,
211,54,2,34,
212,54,2,34,
221,49,1,39,
216,56,2,36,
204,66,3,36,
217,55,2,35,
206,65,3,35,
207,65,3,35,
219,56,2,36,
220,57,2,37,
209,65,3,35,
210,65,3,35,
213,66,3,36,
214,65,3,35,
218,66,3,36,
231,56,1,46,
224,66,2,46,
236,54,1,44,
226,65,2,45,
222,73,3,43,
223,73,3,43,
229,67,2,47,
230,66,2,46,
232,64,2,44,
234,65,2,45,
235,64,2,44,
225,74,3,44,
227,75,3,45,
228,77,3,47,
233,75,3,45,
250,61,1,51,
242,72,2,52,
237,76,3,46,
238,77,3,47,
244,77,2,57,
253,65,1,55,
239,80,3,50,
246,72,2,52,
247,72,2,52,
240,81,3,51,
248,72,2,52,
254,67,1,57,
241,82,3,52,
249,74,2,54,
251,69,2,49,
243,82,3,52,
256,64,1,54,
252,72,2,52,
245,87,3,57,
259,64,1,54,
260,64,1,54,
261,64,1,54,
262,63,1,53,
264,63,1,53,
266,63,1,53,
255,76,2,56,
269,62,1,52,
257,72,2,52,
258,71,2,51,
272,62,1,52,
263,73,2,53,
277,65,1,55,
265,72,2,52,
279,64,1,54,
283,62,1,52,
273,76,2,56,
274,75,2,55,
275,76,2,56,
285,64,1,54,
267,83,3,53,
268,83,3,53,
270,81,3,51,
280,74,2,54,
271,81,3,51,
289,69,1,59,
276,85,3,55,
290,72,1,62,
293,70,1,60,
278,83,3,53,
294,71,1,61,
295,71,1,61,
281,81,3,51,
282,83,3,53,
284,82,3,52,
299,70,1,60,
291,80,2,60,
292,81,2,61,
300,71,1,61,
286,85,3,55,
287,84,3,54,
302,71,1,61,
288,86,3,56,
296,81,2,61,
297,81,2,61,
306,70,1,60,
309,71,1,61,
311,73,1,63,
313,70,1,60,
304,82,2,62,
298,90,3,60,
317,66,1,56,
307,80,2,60,
301,91,3,61,
303,90,3,60,
321,67,1,57,
315,75,2,55,
305,91,3,61,
323,68,1,58,
318,76,2,56,
324,67,1,57,
319,73,2,53,
308,89,3,59,
310,92,3,62,
312,90,3,60,
314,88,3,58,
322,76,2,56,
330,71,1,61,
316,86,3,56,
332,72,1,62,
325,78,2,58,
335,68,1,58,
326,78,2,58,
320,84,3,54,
337,72,1,62,
329,82,2,62,
342,69,1,59,
336,78,2,58,
347,69,1,59,
327,92,3,62,
328,91,3,61,
339,81,2,61,
349,71,1,61,
341,79,2,59,
331,92,3,62,
333,92,3,62,
334,88,3,58,
343,79,2,59,
344,77,2,57,
345,77,2,57,
352,76,1,66,
338,92,3,62,
353,77,1,67,
340,90,3,60,
360,75,1,65,
346,86,3,56,
348,90,3,60,
366,77,1,67,
355,86,2,66,
357,87,2,67,
350,92,3,62,
358,86,2,66,
359,87,2,67,
361,84,2,64,
362,84,2,64,
351,94,3,64,
369,80,1,70,
365,88,2,68,
370,84,1,74,
354,96,3,66,
371,85,1,75,
356,97,3,67,
373,83,1,73,
375,81,1,71,
368,90,2,70,
363,93,3,63,
377,82,1,72,
378,82,1,72,
364,97,3,67,
367,97,3,67,
383,83,1,73,
372,91,2,71,
376,92,2,72,
389,81,1,71,
391,81,1,71,
382,95,2,75,
384,94,2,74,
393,84,1,74,
395,82,1,72,
385,93,2,73,
374,102,3,72,
387,93,2,73,
396,85,1,75,
388,93,2,73,
379,102,3,72,
380,102,3,72,
381,106,3,76,
401,87,1,77,
402,87,1,77,
386,104,3,74,
390,102,3,72,
397,94,2,74,
398,95,2,75,
392,105,3,75,
394,104,3,74,
400,99,2,79,
403,97,2,77,
404,97,2,77,
405,97,2,77,
414,90,1,80,
409,95,2,75,
416,88,1,78,
399,108,3,78,
419,90,1,80,
411,101,2,81,
412,98,2,78,
420,89,1,79,
421,89,1,79,
406,108,3,78,
407,106,3,76,
408,105,3,75,
423,91,1,81,
410,109,3,79,
426,94,1,84,
418,101,2,81,
428,95,1,85,
413,109,3,79,
429,93,1,83,
430,92,1,82,
422,99,2,79,
415,110,3,80,
435,89,1,79,
425,101,2,81,
417,109,3,79,
427,105,2,85,
439,93,1,83,
440,93,1,83,
431,100,2,80,
442,89,1,79,
424,110,3,80,
447,86,1,76,
436,103,2,83,
437,102,2,82,
438,102,2,82,
451,85,1,75,
432,111,3,81,
433,109,3,79,
452,86,1,76,
434,110,3,80,
444,98,2,78,
446,94,2,74,
455,89,1,79,
456,90,1,80,
441,112,3,82,
443,109,3,79,
459,91,1,81,
453,95,2,75,
445,110,3,80,
464,92,1,82,
454,99,2,79,
457,99,2,79,
448,106,3,76,
449,107,3,77,
450,106,3,76,
467,94,1,84,
458,102,2,82,
461,101,2,81,
462,101,2,81,
463,100,2,80,
470,94,1,84,
472,94,1,84,
465,103,2,83,
466,104,2,84,
476,95,1,85,
468,105,2,85,
460,111,3,81,
478,94,1,84,
469,105,2,85,
471,105,2,85,
487,99,1,89,
489,97,1,87,
482,104,2,84,
483,105,2,85,
473,114,3,84,
485,109,2,89,
474,114,3,84,
475,115,3,85,
477,115,3,85,
479,115,3,85,
480,115,3,85,
481,115,3,85,
494,96,1,86,
495,97,1,87,
484,116,3,86,
486,119,3,89,
500,101,1,91,
488,117,3,87,
490,116,3,86,
502,100,1,90,
491,114,3,84,
505,99,1,89,
492,114,3,84,
497,110,2,90,
498,111,2,91,
501,109,2,89,
493,118,3,88,
511,101,1,91,
512,102,1,92,
513,101,1,91,
496,117,3,87,
507,108,2,88,
499,121,3,91,
517,102,1,92,
503,120,3,90,
519,101,1,91,
504,119,3,89,
514,110,2,90,
506,116,3,86,
515,111,2,91,
523,98,1,88,
524,100,1,90,
508,121,3,91,
525,102,1,92,
526,101,1,91,
509,121,3,91,
510,122,3,92,
527,102,1,92,
521,108,2,88,
529,101,1,91,
530,101,1,91,
532,98,1,88,
516,120,3,90,
534,98,1,88,
535,101,1,91,
536,100,1,90,
518,120,3,90,
520,120,3,90,
528,112,2,92,
522,118,3,88,
531,111,2,91,
533,108,2,88,
543,95,1,85,
544,95,1,85,
538,108,2,88,
539,105,2,85,
550,96,1,86,
554,95,1,85,
556,95,1,85,
537,121,3,91,
547,106,2,86,
548,106,2,86,
557,99,1,89,
540,117,3,87,
551,105,2,85,
541,115,3,85,
542,115,3,85,
552,105,2,85,
553,104,2,84,
561,103,1,93,
545,117,3,87,
546,116,3,86,
549,116,3,86,
564,106,1,96,
565,106,1,96,
558,110,2,90,
559,110,2,90,
570,104,1,94,
555,114,3,84,
572,106,1,96,
563,116,2,96,
569,114,2,94,
560,123,3,93,
562,127,3,97,
583,106,1,96,
575,114,2,94,
576,114,2,94,
578,113,2,93,
566,128,3,98,
567,127,3,97,
568,127,3,97,
579,114,2,94,
584,105,1,95,
571,124,3,94,
585,107,1,97,
573,126,3,96,
574,125,3,95,
577,124,3,94,
589,103,1,93,
590,103,1,93,
592,103,1,93,
580,121,3,91,
594,102,1,92,
581,122,3,92,
582,124,3,94,
599,103,1,93,
586,121,2,101,
587,115,2,95,
600,107,1,97,
591,113,2,93,
605,102,1,92,
597,113,2,93,
608,104,1,94,
588,123,3,93,
593,122,3,92,
595,122,3,92,
604,112,2,92,
596,122,3,92,
606,112,2,92,
598,123,3,93,
607,114,2,94,
616,113,1,103,
601,126,3,96,
602,127,3,97,
603,126,3,96,
618,115,1,105,
613,118,2,98,
620,114,1,104,
614,119,2,99,
622,116,1,106,
609,126,3,96,
610,127,3,97,
611,127,3,97,
624,119,1,109,
625,115,1,105,
612,128,3,98,
617,125,2,105,
626,116,1,106,
619,125,2,105,
621,124,2,104,
615,131,3,101,
633,114,1,104,
636,115,1,105,
637,112,1,102,
628,127,2,107,
623,136,3,106,
632,124,2,104,
643,111,1,101,
638,123,2,103,
627,136,3,106,
646,113,1,103,
629,136,3,106,
630,132,3,102,
642,118,2,98,
631,134,3,104,
650,111,1,101,
634,135,3,105,
635,135,3,105,
645,123,2,103,
639,129,3,99,
640,127,3,97,
641,128,3,98,
647,119,2,99,
654,115,1,105,
656,115,1,105,
649,121,2,101,
658,118,1,108,
644,133,3,103,
659,119,1,109,
652,125,2,105,
662,118,1,108,
653,124,2,104,
655,124,2,104,
665,112,1,102,
666,110,1,100,
648,132,3,102,
660,130,2,110,
651,136,3,106,
663,122,2,102,
673,115,1,105,
664,123,2,103,
657,135,3,105,
667,121,2,101,
669,123,2,103,
670,124,2,104,
679,116,1,106,
661,138,3,108,
672,125,2,105,
681,115,1,105,
682,116,1,106,
675,120,2,100,
676,120,2,100,
678,121,2,101,
668,132,3,102,
687,119,1,109,
671,134,3,104,
680,126,2,106,
674,129,3,99,
677,130,3,100,
686,129,2,109,
698,118,1,108,
690,130,2,110,
700,119,1,109,
683,135,3,105,
692,130,2,110,
694,126,2,106,
684,136,3,106,
685,136,3,106,
701,121,1,111,
695,126,2,106,
688,141,3,111,
689,139,3,109,
691,139,3,109,
704,128,1,118,
705,128,1,118,
693,139,3,109,
708,123,1,113,
696,136,3,106,
712,121,1,111,
702,135,2,115,
697,139,3,109,
703,137,2,117,
699,140,3,110,
713,125,1,115,
706,133,2,113,
709,133,2,113,
710,132,2,112,
711,129,2,109,
714,135,2,115,
707,144,3,114,
