number of cooks =18,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
1,7,1,0,
7,7,1,0,
2,21,3,0,
3,21,3,0,
15,7,1,0,
8,14,2,0,
12,14,2,0,
18,7,1,0,
5,21,3,0,
20,7,1,0,
21,7,1,0,
4,28,4,0,
16,14,2,0,
9,21,3,0,
11,21,3,0,
19,14,2,0,
6,28,4,0,
22,14,2,0,
14,21,3,0,
10,28,4,0,
13,28,4,0,
26,16,2,2,
29,14,2,0,
32,7,1,0,
30,14,2,0,
33,7,1,0,
24,22,3,1,
25,24,3,3,
17,28,4,0,
27,23,3,2,
28,23,3,2,
39,7,1,0,
23,29,4,1,
42,7,1,0,
44,7,1,0,
36,14,2,0,
38,14,2,0,
41,14,2,0,
50,7,1,0,
40,21,3,0,
31,28,4,0,
34,28,4,0,
53,7,1,0,
35,28,4,0,
37,28,4,0,
49,14,2,0,
57,9,1,2,
52,14,2,0,
45,21,3,0,
46,21,3,0,
43,28,4,0,
60,10,1,3,
54,14,2,0,
63,9,1,2,
51,21,3,0,
59,16,2,2,
61,16,2,2,
68,7,1,0,
47,28,4,0,
48,28,4,0,
58,23,3,2,
65,18,2,4,
72,7,1,0,
66,18,2,4,
62,24,3,3,
73,7,1,0,
55,28,4,0,
56,28,4,0,
80,9,1,2,
69,21,3,0,
82,7,1,0,
70,21,3,0,
77,14,2,0,
64,30,4,2,
86,7,1,0,
79,15,2,1,
71,21,3,0,
67,33,4,5,
81,14,2,0,
74,21,3,0,
75,21,3,0,
76,21,3,0,
85,14,2,0,
96,8,1,1,
97,7,1,0,
84,21,3,0,
78,28,4,0,
91,15,2,1,
101,7,1,0,
93,15,2,1,
95,14,2,0,
98,14,2,0,
83,28,4,0,
103,11,1,4,
92,21,3,0,
107,12,1,5,
94,22,3,1,
87,31,4,3,
109,12,1,5,
88,31,4,3,
89,28,4,0,
90,28,4,0,
110,12,1,5,
111,12,1,5,
104,18,2,4,
112,12,1,5,
106,18,2,4,
102,25,3,4,
99,28,4,0,
100,28,4,0,
105,25,3,4,
114,21,2,7,
121,17,2,3,
122,15,2,1,
113,27,3,6,
128,9,1,2,
108,32,4,4,
115,28,3,7,
130,11,1,4,
118,24,3,3,
119,24,3,3,
126,15,2,1,
120,25,3,4,
124,22,3,1,
127,17,2,3,
125,23,3,2,
133,14,1,7,
135,13,1,6,
116,35,4,7,
117,36,4,8,
138,13,1,6,
139,13,1,6,
123,29,4,1,
131,22,2,8,
132,20,2,6,
129,23,3,2,
134,19,2,5,
137,20,2,6,
148,15,1,8,
140,20,2,6,
149,16,1,9,
151,16,1,9,
143,21,2,7,
153,14,1,7,
144,21,2,7,
145,21,2,7,
136,26,3,5,
146,21,2,7,
147,22,2,8,
156,16,1,9,
157,17,1,10,
150,22,2,8,
158,17,1,10,
160,17,1,10,
154,21,2,7,
165,17,1,10,
166,16,1,9,
167,17,1,10,
168,17,1,10,
141,35,4,7,
170,17,1,10,
171,14,1,7,
142,35,4,7,
152,30,3,9,
162,23,2,9,
172,11,1,4,
163,24,2,10,
169,25,2,11,
161,32,3,11,
155,35,4,7,
181,7,1,0,
184,7,1,0,
175,17,2,3,
159,38,4,10,
178,16,2,2,
164,37,4,9,
174,24,3,3,
176,24,3,3,
186,15,2,1,
192,9,1,2,
193,10,1,3,
173,30,4,2,
185,21,3,0,
195,13,1,6,
177,32,4,4,
179,30,4,2,
180,29,4,1,
182,28,4,0,
189,24,3,3,
183,28,4,0,
190,25,3,4,
191,25,3,4,
202,14,1,7,
197,20,2,6,
204,15,1,8,
199,20,2,6,
187,31,4,3,
188,30,4,2,
200,20,2,6,
206,16,1,9,
194,25,3,4,
210,9,1,2,
198,27,3,6,
205,22,2,8,
213,10,1,3,
214,11,1,4,
201,27,3,6,
196,34,4,6,
219,7,1,0,
203,28,3,7,
