number of cooks =18,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
43094,3,1,0,
43089,9,3,0,
43097,3,1,0,
43091,9,3,0,
43088,12,4,0,
43086,15,5,0,
43098,6,2,0,
43092,12,4,0,
43093,12,4,0,
43090,15,5,0,
43087,18,6,0,
43096,12,4,0,
43102,3,1,0,
43105,3,1,0,
43095,18,6,0,
43099,15,5,0,
43111,3,1,0,
43108,6,2,0,
43109,6,2,0,
43100,15,5,0,
43101,15,5,0,
43107,12,4,0,
43117,3,1,0,
43104,15,5,0,
43114,9,3,0,
43110,12,4,0,
43103,18,6,0,
43118,6,2,0,
43106,18,6,0,
43112,12,4,0,
43113,12,4,0,
43116,9,3,0,
43121,6,2,0,
43128,3,1,0,
43119,9,3,0,
43120,9,3,0,
43115,15,5,0,
43123,6,2,0,
43132,3,1,0,
43130,6,2,0,
43122,12,4,0,
43134,3,1,0,
43131,6,2,0,
43136,3,1,0,
43126,12,4,0,
43138,6,2,0,
43141,3,1,0,
43127,15,5,0,
43124,18,6,0,
43125,18,6,0,
43135,12,4,0,
43140,9,3,0,
43129,18,6,0,
43133,15,5,0,
43142,9,3,0,
43146,6,2,0,
43137,15,5,0,
43147,6,2,0,
43144,12,4,0,
43139,18,6,0,
43150,9,3,0,
43154,6,2,0,
43148,12,4,0,
43149,12,4,0,
43143,18,6,0,
43145,18,6,0,
43151,12,4,0,
43158,6,2,0,
43153,12,4,0,
43155,9,3,0,
43152,15,5,0,
43156,12,4,0,
43165,3,1,0,
43162,6,2,0,
43160,12,4,0,
43159,15,5,0,
43170,3,1,0,
43168,6,2,0,
43169,6,2,0,
43157,18,6,0,
43167,9,3,0,
43176,3,1,0,
43177,3,1,0,
43181,3,1,0,
43161,18,6,0,
43166,15,5,0,
43179,6,2,0,
43175,9,3,0,
43163,18,6,0,
43164,18,6,0,
43180,6,2,0,
43173,12,4,0,
43174,12,4,0,
43171,15,5,0,
43172,15,5,0,
43189,3,1,0,
43182,9,3,0,
43183,9,3,0,
43178,15,5,0,
43187,6,2,0,
43186,9,3,0,
43188,9,3,0,
43194,3,1,0,
43195,3,1,0,
43196,3,1,0,
43197,3,1,0,
43192,6,2,0,
43191,9,3,0,
43190,12,4,0,
43199,3,1,0,
43184,18,6,0,
43185,18,6,0,
43202,3,1,0,
43193,12,4,0,
43204,6,2,0,
43205,6,2,0,
43201,9,3,0,
43200,12,4,0,
43198,15,5,0,
43207,9,3,0,
43213,3,1,0,
43206,12,4,0,
43203,15,5,0,
43208,12,4,0,
43211,9,3,0,
43209,15,5,0,
43212,12,4,0,
43217,6,2,0,
43210,18,6,0,
43220,6,2,0,
43224,3,1,0,
43216,12,4,0,
43223,6,2,0,
43214,18,6,0,
43222,9,3,0,
43228,6,2,0,
43215,18,6,0,
43227,9,3,0,
43225,12,4,0,
43218,18,6,0,
43219,18,6,0,
43221,18,6,0,
43231,6,2,0,
43226,15,5,0,
43232,6,2,0,
43229,12,4,0,
43241,3,1,0,
43244,3,1,0,
43245,3,1,0,
43236,9,3,0,
43237,9,3,0,
43239,9,3,0,
43240,9,3,0,
43233,15,5,0,
43242,9,3,0,
43230,18,6,0,
43234,15,5,0,
43248,6,2,0,
43238,15,5,0,
43235,18,6,0,
43250,9,3,0,
43247,12,4,0,
43257,3,1,0,
43249,12,4,0,
43243,18,6,0,
43252,9,3,0,
43254,9,3,0,
43251,12,4,0,
43255,9,3,0,
43246,18,6,0,
43262,3,1,0,
43260,6,2,0,
43269,3,1,0,
43265,6,2,0,
43273,3,1,0,
43253,18,6,0,
43270,6,2,0,
43261,12,4,0,
43274,3,1,0,
43271,6,2,0,
43263,12,4,0,
43259,15,5,0,
43256,18,6,0,
43266,12,4,0,
43258,18,6,0,
43264,15,5,0,
43276,9,3,0,
43277,9,3,0,
43272,15,5,0,
43275,12,4,0,
43267,18,6,0,
43268,18,6,0,
43278,12,4,0,
43280,12,4,0,
43285,6,2,0,
43288,6,2,0,
43282,15,5,0,
43286,9,3,0,
43294,3,1,0,
43279,18,6,0,
43283,15,5,0,
43281,18,6,0,
43293,6,2,0,
43299,3,1,0,
43296,6,2,0,
43289,12,4,0,
43284,18,6,0,
43301,6,2,0,
43308,3,1,0,
43305,6,2,0,
43287,18,6,0,
43291,15,5,0,
43310,4,1,1,
43307,6,2,0,
43303,9,3,0,
43297,12,4,0,
43298,12,4,0,
43313,4,1,1,
43300,12,4,0,
43290,18,6,0,
43306,9,3,0,
43292,18,6,0,
43304,12,4,0,
43316,4,1,1,
43295,18,6,0,
43314,6,2,0,
43302,15,5,0,
43320,3,1,0,
43311,10,3,1,
43321,3,1,0,
43312,10,3,1,
43317,6,2,0,
43322,6,2,0,
43309,15,5,0,
43319,9,3,0,
43324,6,2,0,
43318,12,4,0,
43325,6,2,0,
43329,3,1,0,
43315,18,6,0,
43328,6,2,0,
43323,15,5,0,
43327,9,3,0,
43330,6,2,0,
43336,6,2,0,
43343,3,1,0,
43333,12,4,0,
43340,6,2,0,
43326,18,6,0,
43338,9,3,0,
43347,3,1,0,
43342,6,2,0,
43332,15,5,0,
43345,6,2,0,
43331,18,6,0,
43353,4,1,1,
43355,4,1,1,
43346,9,3,0,
43334,18,6,0,
43335,18,6,0,
43339,15,5,0,
43351,8,2,2,
43337,18,6,0,
43344,12,4,0,
43341,18,6,0,
43356,9,3,0,
43352,16,5,1,
43348,18,6,0,
43349,19,6,1,
43350,19,6,1,
43365,9,3,0,
43357,15,5,0,
43354,18,6,0,
43366,9,3,0,
43368,10,3,1,
43361,15,5,0,
43358,18,6,0,
43374,8,1,5,
43359,18,6,0,
43364,15,5,0,
43360,18,6,0,
43369,14,4,2,
43371,13,3,4,
43362,18,6,0,
43363,18,6,0,
43372,13,3,4,
43373,14,3,5,
43367,18,6,0,
43378,12,3,3,
43376,16,4,4,
43384,7,2,1,
43377,17,4,5,
43370,22,6,4,
43383,10,3,1,
43390,6,2,0,
43385,10,3,1,
43380,12,4,0,
43391,6,2,0,
43393,5,1,2,
43387,9,3,0,
43395,3,1,0,
43375,23,6,5,
43381,15,5,0,
43394,9,2,3,
43389,12,4,0,
43379,20,6,2,
43388,15,5,0,
43382,18,6,0,
43386,18,6,0,
43401,6,2,0,
43403,6,2,0,
43398,12,4,0,
43392,21,6,3,
43397,15,5,0,
43404,6,2,0,
43402,12,4,0,
43406,6,2,0,
43396,18,6,0,
43409,3,1,0,
43399,18,6,0,
43408,9,3,0,
43400,18,6,0,
43412,6,2,0,
43415,3,1,0,
43405,15,5,0,
43407,15,5,0,
43410,12,4,0,
43414,9,3,0,
43416,9,3,0,
43420,6,2,0,
43417,9,3,0,
43426,3,1,0,
43422,6,2,0,
43428,3,1,0,
43423,6,2,0,
43430,3,1,0,
43411,18,6,0,
43424,9,3,0,
43434,3,1,0,
43413,18,6,0,
43431,6,2,0,
43435,3,1,0,
43418,15,5,0,
43438,3,1,0,
43439,3,1,0,
43440,3,1,0,
43429,12,4,0,
43419,18,6,0,
43425,15,5,0,
43427,15,5,0,
43421,18,6,0,
43442,6,2,0,
43437,9,3,0,
43432,12,4,0,
43433,12,4,0,
43445,6,2,0,
43446,6,2,0,
43447,3,1,0,
43448,3,1,0,
43441,9,3,0,
43444,9,3,0,
43436,18,6,0,
43455,6,2,0,
43461,3,1,0,
43443,18,6,0,
43453,9,3,0,
43460,6,2,0,
43462,6,2,0,
43452,12,4,0,
43450,15,5,0,
43457,9,3,0,
43467,3,1,0,
43463,6,2,0,
43459,9,3,0,
43449,18,6,0,
43472,4,1,1,
43469,7,2,1,
43451,18,6,0,
43454,18,6,0,
43456,18,6,0,
43466,13,4,1,
43458,18,6,0,
43471,9,3,0,
43481,3,1,0,
43465,15,5,0,
43483,4,1,1,
43476,9,3,0,
43464,18,6,0,
43485,3,1,0,
43474,12,4,0,
43486,3,1,0,
43473,15,5,0,
43468,19,6,1,
43482,9,3,0,
43470,19,6,1,
43479,12,4,0,
43477,15,5,0,
43484,9,3,0,
43494,3,1,0,
43489,6,2,0,
43475,18,6,0,
43478,15,5,0,
43492,6,2,0,
43500,3,1,0,
43490,9,3,0,
43480,18,6,0,
43498,6,2,0,
43504,3,1,0,
43493,9,3,0,
43505,3,1,0,
43496,9,3,0,
43502,6,2,0,
43487,15,5,0,
43499,9,3,0,
43488,18,6,0,
43497,12,4,0,
43506,9,3,0,
43501,12,4,0,
43491,18,6,0,
43503,12,4,0,
43509,6,2,0,
43514,3,1,0,
43508,9,3,0,
43495,18,6,0,
43507,12,4,0,
43519,3,1,0,
43513,9,3,0,
43518,6,2,0,
43515,9,3,0,
43520,3,1,0,
43522,3,1,0,
43510,15,5,0,
43521,6,2,0,
43511,15,5,0,
43516,15,5,0,
43517,15,5,0,
43524,6,2,0,
43512,18,6,0,
43523,9,3,0,
43530,3,1,0,
43527,6,2,0,
43534,3,1,0,
43528,9,3,0,
43531,9,3,0,
43533,6,2,0,
43538,3,1,0,
43532,9,3,0,
43525,15,5,0,
43529,12,4,0,
43526,15,5,0,
43541,3,1,0,
43545,3,1,0,
43535,12,4,0,
43546,3,1,0,
43547,3,1,0,
43549,3,1,0,
43536,15,5,0,
43550,3,1,0,
43551,3,1,0,
43543,12,4,0,
43555,3,1,0,
43537,18,6,0,
43540,15,5,0,
43539,18,6,0,
43542,18,6,0,
43552,9,3,0,
43556,6,2,0,
43558,6,2,0,
43562,3,1,0,
43548,15,5,0,
43544,18,6,0,
43564,3,1,0,
43561,6,2,0,
43554,15,5,0,
43559,12,4,0,
43557,15,5,0,
43553,18,6,0,
43560,15,5,0,
43563,15,5,0,
