number of cooks =12,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
107393,3,1,0,
107390,6,2,0,
107395,3,1,0,
107392,6,2,0,
107398,3,1,0,
107389,15,5,0,
107400,9,3,0,
107391,15,5,0,
107394,15,5,0,
107397,15,5,0,
107401,12,4,0,
107408,6,1,3,
107399,15,5,0,
107409,7,1,4,
107396,18,6,0,
107403,12,4,0,
107412,8,1,5,
107402,15,5,0,
107414,8,1,5,
107415,7,1,4,
107404,15,5,0,
107405,15,5,0,
107406,16,4,4,
107413,12,2,6,
107407,18,5,3,
107423,8,1,5,
107416,14,3,5,
107420,11,2,5,
107417,15,3,6,
107411,21,5,6,
107421,15,3,6,
107429,11,1,8,
107418,18,4,6,
107424,14,3,5,
107410,23,6,5,
107422,18,4,6,
107432,14,1,11,
107433,13,1,10,
107434,13,1,10,
107430,16,2,10,
107431,15,2,9,
107419,24,6,6,
107425,19,4,7,
107441,13,1,10,
107426,23,5,8,
107428,22,5,7,
107437,18,2,12,
107427,25,6,7,
107435,21,4,9,
107444,15,1,12,
107443,15,2,9,
107436,23,4,11,
107438,24,4,12,
107446,18,2,12,
107440,24,4,12,
107442,23,4,11,
107447,21,3,12,
107439,29,6,11,
107449,21,3,12,
107452,22,3,13,
107445,27,5,12,
107456,18,2,12,
107448,26,4,14,
107450,27,5,12,
107463,18,1,15,
107454,26,4,14,
107455,23,4,11,
107451,29,6,11,
107453,29,5,14,
107457,25,4,13,
107465,21,1,18,
107460,24,3,15,
107461,25,3,16,
107458,26,4,14,
107474,15,1,12,
107466,26,3,17,
107467,27,3,18,
107470,24,2,18,
107471,24,2,18,
107459,32,6,14,
107462,33,6,15,
107480,17,1,14,
107477,20,2,14,
107464,35,6,17,
107473,25,4,13,
107468,35,6,17,
107469,36,6,18,
107484,21,1,18,
107476,27,4,15,
107482,23,2,17,
107479,25,4,13,
107472,30,6,12,
107481,25,3,16,
107485,24,2,18,
107475,31,5,16,
107488,20,1,17,
107478,29,5,14,
107489,24,2,18,
107496,21,2,15,
107491,24,3,15,
107486,30,4,18,
107487,31,4,19,
107493,24,3,15,
107483,36,6,18,
107499,21,1,18,
107495,27,4,15,
107498,27,3,18,
107490,35,6,17,
107492,33,6,15,
107505,16,2,10,
107501,20,3,11,
107494,34,6,16,
107502,21,3,12,
107497,33,6,15,
107508,14,1,11,
107509,13,1,10,
107515,9,1,6,
107516,10,1,7,
107504,25,5,10,
107514,13,2,7,
107500,33,6,15,
107507,24,4,12,
107503,29,6,11,
107517,6,1,3,
107506,26,5,11,
107511,21,4,9,
107513,18,4,6,
107524,3,1,0,
107519,11,2,5,
107522,8,2,2,
107512,23,5,8,
107526,3,1,0,
107518,13,3,4,
107527,3,1,0,
107510,27,6,9,
107523,13,4,1,
107521,17,5,2,
107525,15,5,0,
107520,23,6,5,
107528,12,4,0,
107530,12,4,0,
107533,6,2,0,
107537,6,2,0,
107529,15,5,0,
107541,5,1,2,
107531,12,4,0,
107538,7,2,1,
107535,9,3,0,
107534,12,4,0,
107539,10,3,1,
107546,4,1,1,
107548,3,1,0,
107543,7,2,1,
107532,18,6,0,
107551,6,1,3,
107552,5,1,2,
107542,14,4,2,
107536,18,6,0,
107540,19,6,1,
107544,17,5,2,
107549,14,4,2,
107547,16,5,1,
107550,15,4,3,
107558,7,2,1,
107556,11,3,2,
107545,20,6,2,
107553,18,5,3,
107565,8,1,5,
107554,19,6,1,
107559,16,4,4,
107555,21,6,3,
107557,21,6,3,
107561,16,4,4,
107567,12,2,6,
107562,17,4,5,
107564,17,4,5,
107571,13,1,10,
107560,23,6,5,
107576,12,1,9,
107574,15,2,9,
107563,23,6,5,
107570,18,3,9,
107566,24,6,6,
