number of cooks =20,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
4,6,2,0,
6,3,1,0,
2,12,4,0,
3,12,4,0,
12,3,1,0,
1,18,6,0,
5,12,4,0,
11,9,3,0,
8,12,4,0,
25,3,1,0,
26,3,1,0,
21,6,2,0,
9,15,5,0,
28,3,1,0,
13,12,4,0,
14,12,4,0,
18,9,3,0,
23,6,2,0,
7,18,6,0,
31,4,1,1,
32,5,1,2,
24,9,3,0,
34,4,1,1,
10,18,6,0,
16,15,5,0,
22,12,4,0,
17,15,5,0,
35,7,2,1,
19,15,5,0,
20,15,5,0,
43,3,1,0,
15,18,6,0,
29,12,4,0,
33,10,3,1,
41,7,2,1,
36,13,4,1,
37,12,4,0,
38,12,4,0,
30,17,5,2,
27,18,6,0,
40,12,4,0,
44,12,4,0,
47,6,2,0,
46,9,3,0,
50,6,2,0,
39,18,6,0,
52,6,2,0,
42,18,6,0,
53,6,2,0,
51,9,3,0,
55,6,2,0,
54,9,3,0,
57,6,2,0,
45,18,6,0,
49,15,5,0,
59,6,2,0,
48,18,6,0,
56,12,4,0,
60,12,4,0,
64,9,3,0,
72,3,1,0,
58,15,5,0,
66,9,3,0,
61,12,4,0,
62,12,4,0,
75,3,1,0,
69,12,4,0,
79,3,1,0,
67,15,5,0,
73,9,3,0,
74,9,3,0,
63,18,6,0,
70,15,5,0,
65,18,6,0,
68,18,6,0,
71,15,5,0,
81,9,3,0,
77,15,5,0,
76,18,6,0,
80,15,5,0,
82,12,4,0,
90,6,2,0,
78,18,6,0,
83,12,4,0,
87,9,3,0,
94,3,1,0,
88,9,3,0,
84,15,5,0,
85,15,5,0,
89,12,4,0,
97,6,2,0,
86,15,5,0,
103,3,1,0,
106,3,1,0,
93,12,4,0,
91,15,5,0,
105,6,2,0,
102,9,3,0,
113,3,1,0,
109,6,2,0,
92,18,6,0,
101,12,4,0,
107,9,3,0,
104,12,4,0,
95,18,6,0,
100,15,5,0,
111,9,3,0,
96,18,6,0,
114,6,2,0,
98,18,6,0,
99,18,6,0,
120,3,1,0,
110,15,5,0,
121,6,2,0,
122,3,1,0,
108,18,6,0,
112,18,6,0,
123,6,2,0,
117,12,4,0,
115,15,5,0,
119,12,4,0,
118,15,5,0,
116,18,6,0,
127,6,2,0,
124,9,3,0,
125,9,3,0,
130,3,1,0,
128,12,4,0,
129,9,3,0,
132,3,1,0,
136,3,1,0,
126,18,6,0,
133,6,2,0,
131,9,3,0,
137,6,2,0,
138,6,2,0,
134,12,4,0,
141,9,3,0,
147,6,2,0,
144,9,3,0,
135,15,5,0,
151,3,1,0,
142,12,4,0,
148,9,3,0,
143,12,4,0,
140,15,5,0,
146,12,4,0,
139,18,6,0,
149,9,3,0,
145,18,6,0,
150,12,4,0,
155,6,2,0,
157,6,2,0,
154,9,3,0,
152,12,4,0,
159,6,2,0,
153,12,4,0,
165,3,1,0,
162,9,3,0,
156,15,5,0,
160,12,4,0,
161,12,4,0,
163,12,4,0,
158,18,6,0,
166,12,4,0,
164,15,5,0,
170,3,1,0,
167,12,4,0,
171,3,1,0,
169,9,3,0,
175,3,1,0,
179,3,1,0,
173,9,3,0,
172,12,4,0,
168,18,6,0,
181,3,1,0,
176,12,4,0,
174,15,5,0,
183,6,2,0,
177,15,5,0,
190,3,1,0,
178,15,5,0,
186,6,2,0,
182,9,3,0,
189,6,2,0,
191,6,2,0,
188,9,3,0,
195,6,2,0,
180,18,6,0,
187,12,4,0,
184,15,5,0,
192,12,4,0,
185,15,5,0,
199,6,2,0,
193,15,5,0,
203,6,2,0,
198,12,4,0,
196,15,5,0,
202,9,3,0,
200,12,4,0,
194,18,6,0,
205,9,3,0,
210,3,1,0,
211,3,1,0,
209,6,2,0,
197,18,6,0,
201,18,6,0,
219,3,1,0,
208,12,4,0,
213,9,3,0,
204,18,6,0,
215,9,3,0,
206,18,6,0,
207,15,5,0,
218,9,3,0,
222,9,3,0,
212,18,6,0,
214,18,6,0,
216,18,6,0,
223,15,5,0,
230,6,2,0,
217,18,6,0,
224,15,5,0,
220,18,6,0,
221,18,6,0,
225,15,5,0,
234,3,1,0,
237,3,1,0,
227,15,5,0,
228,15,5,0,
226,18,6,0,
236,6,2,0,
229,15,5,0,
232,9,3,0,
233,9,3,0,
239,6,2,0,
235,9,3,0,
231,15,5,0,
241,3,1,0,
238,9,3,0,
243,6,2,0,
248,3,1,0,
249,3,1,0,
245,6,2,0,
252,3,1,0,
240,18,6,0,
255,3,1,0,
258,3,1,0,
242,15,5,0,
244,15,5,0,
257,6,2,0,
253,12,4,0,
256,9,3,0,
269,3,1,0,
246,18,6,0,
259,9,3,0,
260,9,3,0,
247,18,6,0,
261,9,3,0,
250,18,6,0,
251,18,6,0,
265,9,3,0,
262,12,4,0,
268,9,3,0,
254,18,6,0,
263,12,4,0,
277,3,1,0,
275,6,2,0,
