number of cooks =10,number of max customers per minute = 5,number of Cashiers = 2,
Order Number,Time Taken,Number of Ordered Things,Excess Wait Time 
228,253,2,233,
234,250,1,240,
233,258,2,238,
229,263,3,233,
239,257,1,247,
235,262,2,242,
231,267,3,237,
232,267,3,237,
242,267,1,257,
240,268,2,248,
244,269,1,259,
236,276,3,246,
246,271,1,261,
237,277,3,247,
238,277,3,247,
241,275,2,255,
243,276,2,256,
247,275,1,265,
248,275,1,265,
245,281,2,261,
250,279,1,269,
252,280,1,270,
254,279,1,269,
257,278,1,268,
251,289,2,269,
259,282,1,272,
253,290,2,270,
255,291,2,271,
256,288,2,268,
249,297,3,267,
263,286,1,276,
260,292,2,272,
261,292,2,272,
268,290,1,280,
258,301,3,271,
264,296,2,276,
265,297,2,277,
271,289,1,279,
266,298,2,278,
267,299,2,279,
262,301,3,271,
272,294,1,284,
274,296,1,286,
277,297,1,287,
273,304,2,284,
269,311,3,281,
281,300,1,290,
270,313,3,283,
276,306,2,286,
278,307,2,287,
284,304,1,294,
275,316,3,286,
279,314,3,284,
288,299,1,289,
280,317,3,287,
283,315,2,295,
289,305,1,295,
285,314,2,294,
290,304,1,294,
287,313,2,293,
282,320,3,290,
291,307,1,297,
286,322,3,292,
292,317,2,297,
293,319,2,299,
297,322,2,302,
302,322,1,312,
303,323,1,313,
294,330,3,300,
295,332,3,302,
296,332,3,302,
304,324,1,314,
298,332,3,302,
299,331,3,301,
300,332,3,302,
301,338,3,308,
313,330,1,320,
305,338,2,318,
309,339,2,319,
311,339,2,319,
312,339,2,319,
315,340,1,330,
306,346,3,316,
307,347,3,317,
308,348,3,318,
314,346,2,326,
317,346,1,336,
310,349,3,319,
318,346,1,336,
320,348,1,338,
322,344,1,334,
324,345,1,335,
319,357,2,337,
327,346,1,336,
316,360,3,330,
328,348,1,338,
321,359,2,339,
325,356,2,336,
330,353,1,343,
334,351,1,341,
323,366,3,336,
326,365,3,335,
331,365,2,345,
332,362,2,342,
333,360,2,340,
329,371,3,341,
341,361,1,351,
343,361,1,351,
335,370,3,340,
338,367,2,347,
336,373,3,343,
337,373,3,343,
340,369,2,349,
342,370,2,350,
339,380,3,350,
351,371,1,361,
346,378,2,358,
344,382,3,352,
353,378,1,368,
345,386,3,356,
355,383,1,373,
347,388,3,358,
348,388,3,358,
356,383,1,373,
349,392,3,362,
350,392,3,362,
352,392,3,362,
357,395,2,375,
354,400,3,370,
358,398,2,378,
360,400,2,380,
363,403,2,383,
364,402,2,382,
367,401,1,391,
365,403,2,383,
368,402,1,392,
359,411,3,381,
361,410,3,380,
362,410,3,380,
370,409,1,399,
373,408,1,398,
374,403,1,393,
376,404,1,394,
366,420,3,390,
371,419,2,399,
378,409,1,399,
372,419,2,399,
379,411,1,401,
380,408,1,398,
375,415,2,395,
369,425,3,395,
385,412,1,402,
387,414,1,404,
388,412,1,402,
389,412,1,402,
377,426,3,396,
384,422,2,402,
381,428,3,398,
382,431,3,401,
383,432,3,402,
390,428,2,408,
386,433,3,403,
392,431,2,411,
397,430,1,420,
399,430,1,420,
391,440,3,410,
393,439,3,409,
396,438,2,418,
394,440,3,410,
395,444,3,414,
403,439,1,429,
404,441,1,431,
405,440,1,430,
398,452,3,422,
400,451,3,421,
409,440,1,430,
401,453,3,423,
410,440,1,430,
406,450,2,430,
407,449,2,429,
402,456,3,426,
411,451,2,431,
416,447,1,437,
417,445,1,435,
412,453,2,433,
408,462,3,432,
413,456,2,436,
414,456,2,436,
421,454,1,444,
425,455,1,445,
426,456,1,446,
415,467,3,437,
418,466,3,436,
422,464,2,444,
427,458,1,448,
419,467,3,437,
423,467,2,447,
424,465,2,445,
429,461,1,451,
430,458,1,448,
420,475,3,445,
431,459,1,449,
433,458,1,448,
428,474,2,454,
437,460,1,450,
439,460,1,450,
440,461,1,451,
434,467,2,447,
435,469,2,449,
436,468,2,448,
438,471,2,451,
432,478,3,448,
445,464,1,454,
446,462,1,452,
442,475,2,455,
443,473,2,453,
444,474,2,454,
441,479,3,449,
451,464,1,454,
448,471,2,451,
453,469,1,459,
449,475,2,455,
450,474,2,454,
455,471,1,461,
447,480,3,450,
458,472,1,462,
454,481,2,461,
457,482,2,462,
452,485,3,455,
463,479,1,469,
459,485,2,465,
460,486,2,466,
461,486,2,466,
456,492,3,462,
465,494,2,474,
470,492,1,482,
462,496,3,466,
472,492,1,482,
466,496,2,476,
467,496,2,476,
468,497,2,477,
464,500,3,470,
474,501,1,491,
479,502,1,492,
480,500,1,490,
469,511,3,481,
471,512,3,482,
473,511,2,491,
476,511,2,491,
478,511,2,491,
484,507,1,497,
475,521,3,491,
485,509,1,499,
486,507,1,497,
477,521,3,491,
483,519,2,499,
481,526,3,496,
490,516,1,506,
488,519,2,499,
482,528,3,498,
494,518,1,508,
489,524,2,504,
491,525,2,505,
492,525,2,505,
487,529,3,499,
493,524,2,504,
498,525,1,515,
500,528,1,518,
495,532,2,512,
501,529,1,519,
503,529,1,519,
497,533,2,513,
505,532,1,522,
499,536,2,516,
496,542,3,512,
507,537,1,527,
512,540,1,530,
502,549,3,519,
513,543,1,533,
508,546,2,526,
504,550,3,520,
510,547,2,527,
511,549,2,529,
506,556,3,526,
517,549,1,539,
509,557,3,527,
518,548,1,538,
520,549,1,539,
514,564,3,534,
525,555,1,545,
526,557,1,547,
515,569,3,539,
522,564,2,544,
516,568,3,538,
519,568,3,538,
528,563,1,553,
521,571,3,541,
530,566,1,556,
531,568,1,558,
532,567,1,557,
523,576,3,546,
524,576,3,546,
533,567,1,557,
529,574,2,554,
535,567,1,557,
537,569,1,559,
527,582,3,552,
541,563,1,553,
542,564,1,554,
543,564,1,554,
536,579,2,559,
538,572,2,552,
539,573,2,553,
534,586,3,556,
547,563,1,553,
548,565,1,555,
549,565,1,555,
545,575,2,555,
540,582,3,552,
554,572,1,562,
544,584,3,554,
556,574,1,564,
551,578,2,558,
557,573,1,563,
546,586,3,556,
555,581,2,561,
550,588,3,558,
559,577,1,567,
561,577,1,567,
552,589,3,559,
553,590,3,560,
558,590,2,570,
566,583,1,573,
563,586,2,566,
564,592,2,572,
570,586,1,576,
565,593,2,573,
560,597,3,567,
562,596,3,566,
568,594,2,574,
572,587,1,577,
571,597,2,577,
567,604,3,574,
577,592,1,582,
578,591,1,581,
569,603,3,573,
573,603,2,583,
575,603,2,583,
576,603,2,583,
581,599,1,589,
574,611,3,581,
586,602,1,592,
587,603,1,593,
582,609,2,589,
579,612,3,582,
588,602,1,592,
583,609,2,589,
584,608,2,588,
585,612,2,592,
589,608,1,598,
580,619,3,589,
590,610,1,600,
593,611,1,601,
594,609,1,599,
592,620,2,600,
601,610,1,600,
602,608,1,598,
597,621,2,601,
598,621,2,601,
599,622,2,602,
591,631,3,601,
600,622,2,602,
595,629,3,599,
604,618,1,608,
596,629,3,599,
607,622,1,612,
608,620,1,610,
611,620,1,610,
613,616,1,606,
609,631,2,611,
603,637,3,607,
610,629,2,609,
615,621,1,611,
605,638,3,608,
606,642,3,612,
614,629,2,609,
620,622,1,612,
612,638,3,608,
622,622,1,612,
617,631,2,611,
621,631,2,611,
616,642,3,612,
625,630,1,620,
618,644,3,614,
619,642,3,612,
630,630,1,620,
627,639,2,619,
628,639,2,619,
623,647,3,617,
624,647,3,617,
632,635,1,625,
629,646,2,626,
626,649,3,619,
637,640,1,630,
633,645,2,625,
631,650,3,620,
640,638,1,628,
634,646,2,626,
639,648,2,628,
641,649,2,629,
635,657,3,627,
646,646,1,636,
636,657,3,627,
638,660,3,630,
642,664,3,634,
643,666,3,636,
644,667,3,637,
645,666,3,636,
648,666,2,646,
650,665,2,645,
651,666,2,646,
647,675,3,645,
654,671,1,661,
655,671,1,661,
656,671,1,661,
649,676,3,646,
657,672,1,662,
652,679,3,649,
661,676,1,666,
662,676,1,666,
663,676,1,666,
658,680,2,660,
659,681,2,661,
653,688,3,658,
660,686,2,666,
667,689,2,669,
664,696,3,666,
665,695,3,665,
670,687,2,667,
666,697,3,667,
668,700,3,670,
669,698,3,668,
676,692,1,682,
671,696,3,666,
672,699,3,669,
673,702,3,672,
674,703,2,683,
675,703,2,683,
681,697,1,687,
683,699,1,689,
678,702,2,682,
685,703,1,693,
680,705,2,685,
686,703,1,693,
677,710,3,680,
682,706,2,686,
679,717,3,687,
691,710,1,700,
693,710,1,700,
687,715,2,695,
694,711,1,701,
689,717,2,697,
684,722,3,692,
690,721,2,701,
695,718,1,708,
688,727,3,697,
692,731,3,701,
